scenarioId,trailId,simulationId,timeStamp,providerId,eventId,step,direction,file,transferred,error
s3r,2,tictoc-113cf093,2021-09-17T16:23:54.784375983+02:00,patricks-mbp-01601503,0x90de8cce,1,Upload,source.tgz,0,
s3r,2,tictoc-113cf093,2021-09-17T16:23:55.452823836+02:00,patricks-mbp-01601503,0x90de8cce,2,Upload,source.tgz,495556,
s3r,2,tictoc-113cf093,2021-09-17T16:24:04.556736098+02:00,patricks-mbp-01601503,0x4c6687ea,1,Download,binary/darwin_amd64.tgz,0,
s3r,2,tictoc-113cf093,2021-09-17T16:24:04.894839572+02:00,patricks-mbp-01601503,0x4c6687ea,2,Download,binary/darwin_amd64.tgz,356697,
s3r,2,tictoc-113cf093,2021-09-17T16:24:07.592962799+02:00,patricks-mbp-01601503,0x9b8d994a,1,Download,results/TicToc18_3.tgz,0,
s3r,2,tictoc-113cf093,2021-09-17T16:24:07.707472035+02:00,patricks-mbp-01601503,0x9b8d994a,2,Download,results/TicToc18_3.tgz,31654,
s3r,2,tictoc-113cf093,2021-09-17T16:24:07.810099657+02:00,patricks-mbp-01601503,0xdaf02d27,1,Download,results/TicToc18_0.tgz,0,
s3r,2,tictoc-113cf093,2021-09-17T16:24:07.964191152+02:00,patricks-mbp-01601503,0xdaf02d27,2,Download,results/TicToc18_0.tgz,33285,
s3r,2,tictoc-113cf093,2021-09-17T16:24:08.072341572+02:00,patricks-mbp-01601503,0x2c18ca71,1,Download,results/TicToc18_1.tgz,0,
s3r,2,tictoc-113cf093,2021-09-17T16:24:08.149203358+02:00,patricks-mbp-01601503,0x2c18ca71,2,Download,results/TicToc18_1.tgz,33463,
s3r,2,tictoc-113cf093,2021-09-17T16:24:08.262104479+02:00,patricks-mbp-01601503,0x6a892cfe,1,Download,results/TicToc18_2.tgz,0,
s3r,2,tictoc-113cf093,2021-09-17T16:24:08.347146067+02:00,patricks-mbp-01601503,0x6a892cfe,2,Download,results/TicToc18_2.tgz,31639,
s3r,2,tictoc-113cf093,2021-09-17T16:24:10.501005136+02:00,patricks-mbp-01601503,0x9a9b5f34,1,Download,results/TicToc18_4.tgz,0,
s3r,2,tictoc-113cf093,2021-09-17T16:24:10.592856088+02:00,patricks-mbp-01601503,0x9a9b5f34,2,Download,results/TicToc18_4.tgz,31616,
s3r,2,tictoc-113cf093,2021-09-17T16:24:10.705378786+02:00,patricks-mbp-01601503,0x2531575e,1,Download,results/TicToc18_6.tgz,0,
s3r,2,tictoc-113cf093,2021-09-17T16:24:10.798245975+02:00,patricks-mbp-01601503,0x2531575e,2,Download,results/TicToc18_6.tgz,31207,
s3r,2,tictoc-113cf093,2021-09-17T16:24:10.908809908+02:00,patricks-mbp-01601503,0xd5349998,1,Download,results/TicToc18_5.tgz,0,
s3r,2,tictoc-113cf093,2021-09-17T16:24:10.994778002+02:00,patricks-mbp-01601503,0xd5349998,2,Download,results/TicToc18_5.tgz,32388,
