scenarioId,trailId,simulationId,timeStamp,providerId,eventId,step,direction,file,transferred,error
s4p,2,tictoc-563b4e90,2021-09-17T12:12:49.955626637+02:00,patricks-mbp-2201c4f1,0xa1bb0b9a,1,Upload,source.tgz,0,
s4p,2,tictoc-563b4e90,2021-09-17T12:12:50.495007861+02:00,patricks-mbp-2201c4f1,0xa1bb0b9a,2,Upload,source.tgz,501844,
s4p,2,tictoc-563b4e90,2021-09-17T12:12:57.448541473+02:00,patricks-mbp-2201c4f1,0x8dedf8eb,1,Download,binary/darwin_amd64.tgz,0,
s4p,2,tictoc-563b4e90,2021-09-17T12:12:57.739559449+02:00,patricks-mbp-2201c4f1,0x8dedf8eb,2,Download,binary/darwin_amd64.tgz,352559,
s4p,2,tictoc-563b4e90,2021-09-17T12:13:01.124800531+02:00,patricks-mbp-2201c4f1,0x864aed8,1,Download,results/TicToc18_4.tgz,0,
s4p,2,tictoc-563b4e90,2021-09-17T12:13:01.19160402+02:00,patricks-mbp-2201c4f1,0x864aed8,2,Download,results/TicToc18_4.tgz,31371,
s4p,2,tictoc-563b4e90,2021-09-17T12:13:01.28690357+02:00,patricks-mbp-2201c4f1,0x1cc6869f,1,Download,results/TicToc18_0.tgz,0,
s4p,2,tictoc-563b4e90,2021-09-17T12:13:01.35043153+02:00,patricks-mbp-2201c4f1,0x1cc6869f,2,Download,results/TicToc18_0.tgz,33107,
s4p,2,tictoc-563b4e90,2021-09-17T12:13:01.443733833+02:00,patricks-mbp-2201c4f1,0x42c0a30c,1,Download,results/TicToc18_5.tgz,0,
s4p,2,tictoc-563b4e90,2021-09-17T12:13:01.504518138+02:00,patricks-mbp-2201c4f1,0x42c0a30c,2,Download,results/TicToc18_5.tgz,31099,
s4p,2,tictoc-563b4e90,2021-09-17T12:13:01.591570051+02:00,patricks-mbp-2201c4f1,0x82cc5564,1,Download,results/TicToc18_3.tgz,0,
s4p,2,tictoc-563b4e90,2021-09-17T12:13:01.660701351+02:00,patricks-mbp-2201c4f1,0x82cc5564,2,Download,results/TicToc18_3.tgz,31642,
s4p,2,tictoc-563b4e90,2021-09-17T12:13:01.755273588+02:00,patricks-mbp-2201c4f1,0x7a7f7db7,1,Download,results/TicToc18_1.tgz,0,
s4p,2,tictoc-563b4e90,2021-09-17T12:13:01.818577476+02:00,patricks-mbp-2201c4f1,0x7a7f7db7,2,Download,results/TicToc18_1.tgz,33461,
s4p,2,tictoc-563b4e90,2021-09-17T12:13:01.899454952+02:00,patricks-mbp-2201c4f1,0x1b2c8022,1,Download,results/TicToc18_2.tgz,0,
s4p,2,tictoc-563b4e90,2021-09-17T12:13:01.965141485+02:00,patricks-mbp-2201c4f1,0x1b2c8022,2,Download,results/TicToc18_2.tgz,32930,
