scenarioId,trailId,simulationId,timeStamp,providerId,eventId,step,runConfig,runNumber,error
1,4,tictoc-505590d8,2021-09-15T11:20:38.823813+02:00,patricks-mbp-02434787,0xcd9607cc,1,TicToc18,2,
1,4,tictoc-505590d8,2021-09-15T11:20:38.823736+02:00,patricks-mbp-02434787,0xccfb0efe,1,TicToc18,6,
1,4,tictoc-505590d8,2021-09-15T11:20:38.824473+02:00,patricks-mbp-02434787,0x82f35f46,1,TicToc18,5,
1,4,tictoc-505590d8,2021-09-15T11:20:38.826961+02:00,patricks-mbp-02434787,0xcc19b21b,1,TicToc18,4,
1,4,tictoc-505590d8,2021-09-15T11:20:38.825143+02:00,patricks-mbp-02434787,0xde4abb13,1,TicToc18,7,
1,4,tictoc-505590d8,2021-09-15T11:20:38.825267+02:00,patricks-mbp-02434787,0x9d1a0a59,1,TicToc18,1,
1,4,tictoc-505590d8,2021-09-15T11:20:38.826142+02:00,patricks-mbp-02434787,0xe09d3949,1,TicToc18,0,
1,4,tictoc-505590d8,2021-09-15T11:20:38.824809+02:00,patricks-mbp-02434787,0xaabdf670,1,TicToc18,3,
1,4,tictoc-505590d8,2021-09-15T11:20:43.927149+02:00,patricks-mbp-02434787,0x82f35f46,2,TicToc18,5,
1,4,tictoc-505590d8,2021-09-15T11:20:43.933107+02:00,patricks-mbp-02434787,0x9d1a0a59,2,TicToc18,1,
1,4,tictoc-505590d8,2021-09-15T11:20:44.082852+02:00,patricks-mbp-02434787,0xde4abb13,2,TicToc18,7,
1,4,tictoc-505590d8,2021-09-15T11:20:44.10105+02:00,patricks-mbp-02434787,0xcc59814f,1,TicToc18,9,
1,4,tictoc-505590d8,2021-09-15T11:20:44.102617+02:00,patricks-mbp-02434787,0x38e4b72f,1,TicToc18,8,
1,4,tictoc-505590d8,2021-09-15T11:20:44.105888+02:00,patricks-mbp-02434787,0xcc19b21b,2,TicToc18,4,
1,4,tictoc-505590d8,2021-09-15T11:20:44.12566+02:00,patricks-mbp-02434787,0xcd9607cc,2,TicToc18,2,
1,4,tictoc-505590d8,2021-09-15T11:20:44.138002+02:00,patricks-mbp-02434787,0xaabdf670,2,TicToc18,3,
1,4,tictoc-505590d8,2021-09-15T11:20:44.155301+02:00,patricks-mbp-02434787,0xe09d3949,2,TicToc18,0,
1,4,tictoc-505590d8,2021-09-15T11:20:44.202159+02:00,patricks-mbp-02434787,0xccfb0efe,2,TicToc18,6,
1,4,tictoc-505590d8,2021-09-15T11:20:44.255395+02:00,patricks-mbp-02434787,0x6877b224,1,TicToc18,10,
1,4,tictoc-505590d8,2021-09-15T11:20:44.28896+02:00,patricks-mbp-02434787,0x32b4eb49,1,TicToc18,11,
1,4,tictoc-505590d8,2021-09-15T11:20:44.361518+02:00,patricks-mbp-02434787,0x8c31151a,1,TicToc18,12,
1,4,tictoc-505590d8,2021-09-15T11:20:44.368178+02:00,patricks-mbp-02434787,0xad4661c7,1,TicToc18,13,
1,4,tictoc-505590d8,2021-09-15T11:20:44.365512+02:00,patricks-mbp-02434787,0x1eb91f65,1,TicToc18,14,
1,4,tictoc-505590d8,2021-09-15T11:20:44.406857+02:00,patricks-mbp-02434787,0xf762460e,1,TicToc18,15,
1,4,tictoc-505590d8,2021-09-15T11:20:49.61827+02:00,patricks-mbp-02434787,0xcc59814f,2,TicToc18,9,
1,4,tictoc-505590d8,2021-09-15T11:20:49.649207+02:00,patricks-mbp-02434787,0xad4661c7,2,TicToc18,13,
1,4,tictoc-505590d8,2021-09-15T11:20:49.768595+02:00,patricks-mbp-02434787,0x36bb6411,1,TicToc18,16,
1,4,tictoc-505590d8,2021-09-15T11:20:49.768671+02:00,patricks-mbp-02434787,0x38e4b72f,2,TicToc18,8,
1,4,tictoc-505590d8,2021-09-15T11:20:49.779109+02:00,patricks-mbp-02434787,0x6877b224,2,TicToc18,10,
1,4,tictoc-505590d8,2021-09-15T11:20:49.799019+02:00,patricks-mbp-02434787,0x67037ba,1,TicToc18,17,
1,4,tictoc-505590d8,2021-09-15T11:20:49.842442+02:00,patricks-mbp-02434787,0xf762460e,2,TicToc18,15,
1,4,tictoc-505590d8,2021-09-15T11:20:49.844401+02:00,patricks-mbp-02434787,0x32b4eb49,2,TicToc18,11,
1,4,tictoc-505590d8,2021-09-15T11:20:49.858267+02:00,patricks-mbp-02434787,0x8c31151a,2,TicToc18,12,
1,4,tictoc-505590d8,2021-09-15T11:20:49.892183+02:00,patricks-mbp-02434787,0x1eb91f65,2,TicToc18,14,
1,4,tictoc-505590d8,2021-09-15T11:20:49.955578+02:00,patricks-mbp-02434787,0x2867af19,1,TicToc18,19,
1,4,tictoc-505590d8,2021-09-15T11:20:49.956221+02:00,patricks-mbp-02434787,0xd6bd361d,1,TicToc18,18,
1,4,tictoc-505590d8,2021-09-15T11:20:50.044698+02:00,patricks-mbp-02434787,0x2131927,1,TicToc18,20,
1,4,tictoc-505590d8,2021-09-15T11:20:50.050395+02:00,patricks-mbp-02434787,0x90f6f096,1,TicToc18,21,
1,4,tictoc-505590d8,2021-09-15T11:20:50.05431+02:00,patricks-mbp-02434787,0xdf81b2c7,1,TicToc18,22,
1,4,tictoc-505590d8,2021-09-15T11:20:50.080062+02:00,patricks-mbp-02434787,0x80e83cdc,1,TicToc18,23,
1,4,tictoc-505590d8,2021-09-15T11:20:55.399952+02:00,patricks-mbp-02434787,0x36bb6411,2,TicToc18,16,
1,4,tictoc-505590d8,2021-09-15T11:20:55.433816+02:00,patricks-mbp-02434787,0x80e83cdc,2,TicToc18,23,
1,4,tictoc-505590d8,2021-09-15T11:20:55.460275+02:00,patricks-mbp-02434787,0x90f6f096,2,TicToc18,21,
1,4,tictoc-505590d8,2021-09-15T11:20:55.51033+02:00,patricks-mbp-02434787,0x2131927,2,TicToc18,20,
1,4,tictoc-505590d8,2021-09-15T11:20:55.510226+02:00,patricks-mbp-02434787,0xd6bd361d,2,TicToc18,18,
1,4,tictoc-505590d8,2021-09-15T11:20:55.519025+02:00,patricks-mbp-02434787,0x67037ba,2,TicToc18,17,
1,4,tictoc-505590d8,2021-09-15T11:20:55.544952+02:00,patricks-mbp-02434787,0x9c3d72d6,1,TicToc18,24,
1,4,tictoc-505590d8,2021-09-15T11:20:55.545304+02:00,patricks-mbp-02434787,0xdf81b2c7,2,TicToc18,22,
1,4,tictoc-505590d8,2021-09-15T11:20:55.596882+02:00,patricks-mbp-02434787,0x2867af19,2,TicToc18,19,
1,4,tictoc-505590d8,2021-09-15T11:20:55.598944+02:00,patricks-mbp-02434787,0xeac81195,1,TicToc18,25,
1,4,tictoc-505590d8,2021-09-15T11:20:55.628385+02:00,patricks-mbp-02434787,0x86513f29,1,TicToc18,26,
1,4,tictoc-505590d8,2021-09-15T11:20:55.729338+02:00,patricks-mbp-02434787,0x397ee091,1,TicToc18,27,
1,4,tictoc-505590d8,2021-09-15T11:20:55.740778+02:00,patricks-mbp-02434787,0xd0b728ea,1,TicToc18,28,
1,4,tictoc-505590d8,2021-09-15T11:20:55.744814+02:00,patricks-mbp-02434787,0x59a55a90,1,TicToc18,29,
1,4,tictoc-505590d8,2021-09-15T11:20:55.783343+02:00,patricks-mbp-02434787,0x87a5e2b1,1,TicToc18,30,
1,4,tictoc-505590d8,2021-09-15T11:20:55.803027+02:00,patricks-mbp-02434787,0x5ecd630d,1,TicToc18,31,
1,4,tictoc-505590d8,2021-09-15T11:21:01.085465+02:00,patricks-mbp-02434787,0x9c3d72d6,2,TicToc18,24,
1,4,tictoc-505590d8,2021-09-15T11:21:01.116584+02:00,patricks-mbp-02434787,0xd0b728ea,2,TicToc18,28,
1,4,tictoc-505590d8,2021-09-15T11:21:01.116812+02:00,patricks-mbp-02434787,0xeac81195,2,TicToc18,25,
1,4,tictoc-505590d8,2021-09-15T11:21:01.136824+02:00,patricks-mbp-02434787,0x86513f29,2,TicToc18,26,
1,4,tictoc-505590d8,2021-09-15T11:21:01.180358+02:00,patricks-mbp-02434787,0x59a55a90,2,TicToc18,29,
1,4,tictoc-505590d8,2021-09-15T11:21:01.187772+02:00,patricks-mbp-02434787,0x397ee091,2,TicToc18,27,
1,4,tictoc-505590d8,2021-09-15T11:21:01.192995+02:00,patricks-mbp-02434787,0x5ecd630d,2,TicToc18,31,
1,4,tictoc-505590d8,2021-09-15T11:21:01.219196+02:00,patricks-mbp-02434787,0x87a5e2b1,2,TicToc18,30,
1,4,tictoc-505590d8,2021-09-15T11:21:01.224845+02:00,patricks-mbp-02434787,0x9dc90306,1,TicToc18,32,
1,4,tictoc-505590d8,2021-09-15T11:21:01.300197+02:00,patricks-mbp-02434787,0x5cd81d82,1,TicToc18,34,
1,4,tictoc-505590d8,2021-09-15T11:21:01.30528+02:00,patricks-mbp-02434787,0x58b47b70,1,TicToc18,33,
1,4,tictoc-505590d8,2021-09-15T11:21:01.307472+02:00,patricks-mbp-02434787,0x175a7059,1,TicToc18,35,
1,4,tictoc-505590d8,2021-09-15T11:21:01.390481+02:00,patricks-mbp-02434787,0x7f9fbbc1,1,TicToc18,37,
1,4,tictoc-505590d8,2021-09-15T11:21:01.394407+02:00,patricks-mbp-02434787,0x42d739f1,1,TicToc18,36,
1,4,tictoc-505590d8,2021-09-15T11:21:01.426848+02:00,patricks-mbp-02434787,0x634bb1ca,1,TicToc18,38,
1,4,tictoc-505590d8,2021-09-15T11:21:01.447549+02:00,patricks-mbp-02434787,0xcab03fa4,1,TicToc18,39,
1,4,tictoc-505590d8,2021-09-15T11:21:06.500898+02:00,patricks-mbp-02434787,0x175a7059,2,TicToc18,35,
1,4,tictoc-505590d8,2021-09-15T11:21:06.612186+02:00,patricks-mbp-02434787,0x9dc90306,2,TicToc18,32,
1,4,tictoc-505590d8,2021-09-15T11:21:06.656006+02:00,patricks-mbp-02434787,0x260362e1,1,TicToc18,40,
1,4,tictoc-505590d8,2021-09-15T11:21:06.682958+02:00,patricks-mbp-02434787,0x634bb1ca,2,TicToc18,38,
