scenarioId,trailId,simulationId,timeStamp,providerId,connect,numCPUs,arch,os
s5r,1,tictoc-eae6bda4,2021-09-17T16:30:48.623124812+02:00,patricks-mbp-61680044,Relay,8,amd64,darwin
