scenarioId,trailId,simulationId,timeStamp,deviceId,action,meta,eventId,step,error
s2p,2,tictoc-9aa4ca4a,2021-09-17T12:04:19.023219053+02:00,consumer,Compress,source,0xaf9f1855,1,
s2p,2,tictoc-9aa4ca4a,2021-09-17T12:04:19.10018775+02:00,consumer,Compress,source,0xaf9f1855,2,
s2p,2,tictoc-9aa4ca4a,2021-09-17T12:04:20.258517+02:00,patricks-mbp-98d0717f,Compile,darwin_amd64,0xf75824b,1,
s2p,2,tictoc-9aa4ca4a,2021-09-17T12:04:26.776425+02:00,patricks-mbp-98d0717f,Compile,darwin_amd64,0xf75824b,2,
s2p,2,tictoc-9aa4ca4a,2021-09-17T12:04:26.809036+02:00,patricks-mbp-98d0717f,Compress,binary/darwin_amd64.tgz,0x2e78855,1,
s2p,2,tictoc-9aa4ca4a,2021-09-17T12:04:26.901097+02:00,patricks-mbp-98d0717f,Compress,binary/darwin_amd64.tgz,0x2e78855,2,
s2p,2,tictoc-9aa4ca4a,2021-09-17T12:04:29.57308+02:00,patricks-mbp-98d0717f,Compress,results/TicToc18_0.tgz,0x9d7c7e86,1,
s2p,2,tictoc-9aa4ca4a,2021-09-17T12:04:29.579062+02:00,patricks-mbp-98d0717f,Compress,results/TicToc18_1.tgz,0x4feee24f,1,
s2p,2,tictoc-9aa4ca4a,2021-09-17T12:04:29.748263+02:00,patricks-mbp-98d0717f,Compress,results/TicToc18_0.tgz,0x9d7c7e86,2,
s2p,2,tictoc-9aa4ca4a,2021-09-17T12:04:29.748267+02:00,patricks-mbp-98d0717f,Compress,results/TicToc18_1.tgz,0x4feee24f,2,
s2p,2,tictoc-9aa4ca4a,2021-09-17T12:04:30.151272298+02:00,consumer,Extract,results/TicToc18_0.tgz,0x1e6ca466,1,
s2p,2,tictoc-9aa4ca4a,2021-09-17T12:04:30.177147287+02:00,consumer,Extract,results/TicToc18_0.tgz,0x1e6ca466,2,
s2p,2,tictoc-9aa4ca4a,2021-09-17T12:04:31.035201564+02:00,consumer,Extract,results/TicToc18_1.tgz,0x63e5764d,1,
s2p,2,tictoc-9aa4ca4a,2021-09-17T12:04:31.058769209+02:00,consumer,Extract,results/TicToc18_1.tgz,0x63e5764d,2,
s2p,2,tictoc-9aa4ca4a,2021-09-17T12:04:33.380101+02:00,patricks-mbp-98d0717f,Compress,results/TicToc18_2.tgz,0xb2da6f0,1,
s2p,2,tictoc-9aa4ca4a,2021-09-17T12:04:33.380072+02:00,patricks-mbp-98d0717f,Compress,results/TicToc18_3.tgz,0xc2daf028,1,
s2p,2,tictoc-9aa4ca4a,2021-09-17T12:04:33.432029+02:00,patricks-mbp-98d0717f,Compress,results/TicToc18_2.tgz,0xb2da6f0,2,
s2p,2,tictoc-9aa4ca4a,2021-09-17T12:04:33.431592+02:00,patricks-mbp-98d0717f,Compress,results/TicToc18_3.tgz,0xc2daf028,2,
s2p,2,tictoc-9aa4ca4a,2021-09-17T12:04:33.602752982+02:00,consumer,Extract,results/TicToc18_3.tgz,0x984e927f,1,
s2p,2,tictoc-9aa4ca4a,2021-09-17T12:04:33.627231877+02:00,consumer,Extract,results/TicToc18_3.tgz,0x984e927f,2,
s2p,2,tictoc-9aa4ca4a,2021-09-17T12:04:33.768953398+02:00,consumer,Extract,results/TicToc18_2.tgz,0x91936455,1,
s2p,2,tictoc-9aa4ca4a,2021-09-17T12:04:33.790236885+02:00,consumer,Extract,results/TicToc18_2.tgz,0x91936455,2,
s2p,2,tictoc-9aa4ca4a,2021-09-17T12:04:35.503979+02:00,patricks-mbp-98d0717f,Compress,results/TicToc18_4.tgz,0x3fb9c282,1,
s2p,2,tictoc-9aa4ca4a,2021-09-17T12:04:35.511412+02:00,patricks-mbp-98d0717f,Compress,results/TicToc18_5.tgz,0x21253c79,1,
s2p,2,tictoc-9aa4ca4a,2021-09-17T12:04:35.556094+02:00,patricks-mbp-98d0717f,Compress,results/TicToc18_5.tgz,0x21253c79,2,
s2p,2,tictoc-9aa4ca4a,2021-09-17T12:04:35.555969+02:00,patricks-mbp-98d0717f,Compress,results/TicToc18_4.tgz,0x3fb9c282,2,
s2p,2,tictoc-9aa4ca4a,2021-09-17T12:04:35.69669733+02:00,consumer,Extract,results/TicToc18_5.tgz,0x83006fce,1,
s2p,2,tictoc-9aa4ca4a,2021-09-17T12:04:35.720487146+02:00,consumer,Extract,results/TicToc18_5.tgz,0x83006fce,2,
s2p,2,tictoc-9aa4ca4a,2021-09-17T12:04:35.856388518+02:00,consumer,Extract,results/TicToc18_4.tgz,0x98846191,1,
s2p,2,tictoc-9aa4ca4a,2021-09-17T12:04:35.89053064+02:00,consumer,Extract,results/TicToc18_4.tgz,0x98846191,2,
s2p,2,tictoc-9aa4ca4a,2021-09-17T12:04:37.62638+02:00,patricks-mbp-98d0717f,Compress,results/TicToc18_7.tgz,0x63099a78,1,
s2p,2,tictoc-9aa4ca4a,2021-09-17T12:04:37.626361+02:00,patricks-mbp-98d0717f,Compress,results/TicToc18_6.tgz,0xc4cb7e0b,1,
s2p,2,tictoc-9aa4ca4a,2021-09-17T12:04:37.675556+02:00,patricks-mbp-98d0717f,Compress,results/TicToc18_7.tgz,0x63099a78,2,
s2p,2,tictoc-9aa4ca4a,2021-09-17T12:04:37.67588+02:00,patricks-mbp-98d0717f,Compress,results/TicToc18_6.tgz,0xc4cb7e0b,2,
s2p,2,tictoc-9aa4ca4a,2021-09-17T12:04:37.819669494+02:00,consumer,Extract,results/TicToc18_7.tgz,0x19b1f030,1,
s2p,2,tictoc-9aa4ca4a,2021-09-17T12:04:37.843458557+02:00,consumer,Extract,results/TicToc18_7.tgz,0x19b1f030,2,
s2p,2,tictoc-9aa4ca4a,2021-09-17T12:04:37.966323128+02:00,consumer,Extract,results/TicToc18_6.tgz,0xc6bf1a52,1,
s2p,2,tictoc-9aa4ca4a,2021-09-17T12:04:37.990700792+02:00,consumer,Extract,results/TicToc18_6.tgz,0xc6bf1a52,2,
s2p,2,tictoc-9aa4ca4a,2021-09-17T12:04:39.759364+02:00,patricks-mbp-98d0717f,Compress,results/TicToc18_8.tgz,0x56476442,1,
s2p,2,tictoc-9aa4ca4a,2021-09-17T12:04:39.780938+02:00,patricks-mbp-98d0717f,Compress,results/TicToc18_9.tgz,0x4e89b7ad,1,
s2p,2,tictoc-9aa4ca4a,2021-09-17T12:04:39.80701+02:00,patricks-mbp-98d0717f,Compress,results/TicToc18_8.tgz,0x56476442,2,
s2p,2,tictoc-9aa4ca4a,2021-09-17T12:04:39.820275+02:00,patricks-mbp-98d0717f,Compress,results/TicToc18_9.tgz,0x4e89b7ad,2,
s2p,2,tictoc-9aa4ca4a,2021-09-17T12:04:39.94836338+02:00,consumer,Extract,results/TicToc18_8.tgz,0x6fd9bd3f,1,
s2p,2,tictoc-9aa4ca4a,2021-09-17T12:04:39.97004089+02:00,consumer,Extract,results/TicToc18_8.tgz,0x6fd9bd3f,2,
s2p,2,tictoc-9aa4ca4a,2021-09-17T12:04:40.109245413+02:00,consumer,Extract,results/TicToc18_9.tgz,0x9992e6a6,1,
s2p,2,tictoc-9aa4ca4a,2021-09-17T12:04:40.132317996+02:00,consumer,Extract,results/TicToc18_9.tgz,0x9992e6a6,2,
s2p,2,tictoc-9aa4ca4a,2021-09-17T12:04:41.887975+02:00,patricks-mbp-98d0717f,Compress,results/TicToc18_11.tgz,0x7b062e53,1,
s2p,2,tictoc-9aa4ca4a,2021-09-17T12:04:41.87981+02:00,patricks-mbp-98d0717f,Compress,results/TicToc18_10.tgz,0x802af5a7,1,
s2p,2,tictoc-9aa4ca4a,2021-09-17T12:04:41.936155+02:00,patricks-mbp-98d0717f,Compress,results/TicToc18_10.tgz,0x802af5a7,2,
s2p,2,tictoc-9aa4ca4a,2021-09-17T12:04:41.936013+02:00,patricks-mbp-98d0717f,Compress,results/TicToc18_11.tgz,0x7b062e53,2,
s2p,2,tictoc-9aa4ca4a,2021-09-17T12:04:42.078832864+02:00,consumer,Extract,results/TicToc18_10.tgz,0x9d2dcc50,1,
s2p,2,tictoc-9aa4ca4a,2021-09-17T12:04:42.102485871+02:00,consumer,Extract,results/TicToc18_10.tgz,0x9d2dcc50,2,
s2p,2,tictoc-9aa4ca4a,2021-09-17T12:04:42.289498925+02:00,consumer,Extract,results/TicToc18_11.tgz,0xc043aa35,1,
s2p,2,tictoc-9aa4ca4a,2021-09-17T12:04:42.312078287+02:00,consumer,Extract,results/TicToc18_11.tgz,0xc043aa35,2,
s2p,2,tictoc-9aa4ca4a,2021-09-17T12:04:44.041193+02:00,patricks-mbp-98d0717f,Compress,results/TicToc18_12.tgz,0x147e30f0,1,
s2p,2,tictoc-9aa4ca4a,2021-09-17T12:04:44.046913+02:00,patricks-mbp-98d0717f,Compress,results/TicToc18_13.tgz,0xd31e64e3,1,
s2p,2,tictoc-9aa4ca4a,2021-09-17T12:04:44.089044+02:00,patricks-mbp-98d0717f,Compress,results/TicToc18_12.tgz,0x147e30f0,2,
s2p,2,tictoc-9aa4ca4a,2021-09-17T12:04:44.090206+02:00,patricks-mbp-98d0717f,Compress,results/TicToc18_13.tgz,0xd31e64e3,2,
s2p,2,tictoc-9aa4ca4a,2021-09-17T12:04:44.221992806+02:00,consumer,Extract,results/TicToc18_12.tgz,0x2af61dd1,1,
s2p,2,tictoc-9aa4ca4a,2021-09-17T12:04:44.255073767+02:00,consumer,Extract,results/TicToc18_12.tgz,0x2af61dd1,2,
s2p,2,tictoc-9aa4ca4a,2021-09-17T12:04:44.390194967+02:00,consumer,Extract,results/TicToc18_13.tgz,0x6bffaf3f,1,
s2p,2,tictoc-9aa4ca4a,2021-09-17T12:04:44.410595289+02:00,consumer,Extract,results/TicToc18_13.tgz,0x6bffaf3f,2,
s2p,2,tictoc-9aa4ca4a,2021-09-17T12:04:46.12438+02:00,patricks-mbp-98d0717f,Compress,results/TicToc18_14.tgz,0xf62cf6c5,1,
s2p,2,tictoc-9aa4ca4a,2021-09-17T12:04:46.15057+02:00,patricks-mbp-98d0717f,Compress,results/TicToc18_15.tgz,0x654f87b1,1,
s2p,2,tictoc-9aa4ca4a,2021-09-17T12:04:46.166833+02:00,patricks-mbp-98d0717f,Compress,results/TicToc18_14.tgz,0xf62cf6c5,2,
s2p,2,tictoc-9aa4ca4a,2021-09-17T12:04:46.203044+02:00,patricks-mbp-98d0717f,Compress,results/TicToc18_15.tgz,0x654f87b1,2,
s2p,2,tictoc-9aa4ca4a,2021-09-17T12:04:46.307655109+02:00,consumer,Extract,results/TicToc18_14.tgz,0x1749484e,1,
s2p,2,tictoc-9aa4ca4a,2021-09-17T12:04:46.334857561+02:00,consumer,Extract,results/TicToc18_14.tgz,0x1749484e,2,
s2p,2,tictoc-9aa4ca4a,2021-09-17T12:04:46.463920604+02:00,consumer,Extract,results/TicToc18_15.tgz,0xa47970a,1,
s2p,2,tictoc-9aa4ca4a,2021-09-17T12:04:46.487173887+02:00,consumer,Extract,results/TicToc18_15.tgz,0xa47970a,2,
s2p,2,tictoc-9aa4ca4a,2021-09-17T12:04:48.200875+02:00,patricks-mbp-98d0717f,Compress,results/TicToc18_16.tgz,0xdadf505c,1,
s2p,2,tictoc-9aa4ca4a,2021-09-17T12:04:48.238955+02:00,patricks-mbp-98d0717f,Compress,results/TicToc18_17.tgz,0x2bc2f08a,1,
s2p,2,tictoc-9aa4ca4a,2021-09-17T12:04:48.249514+02:00,patricks-mbp-98d0717f,Compress,results/TicToc18_16.tgz,0xdadf505c,2,
s2p,2,tictoc-9aa4ca4a,2021-09-17T12:04:48.28042+02:00,patricks-mbp-98d0717f,Compress,results/TicToc18_17.tgz,0x2bc2f08a,2,
s2p,2,tictoc-9aa4ca4a,2021-09-17T12:04:48.392136065+02:00,consumer,Extract,results/TicToc18_16.tgz,0x6c02e9e2,1,
s2p,2,tictoc-9aa4ca4a,2021-09-17T12:04:48.416654304+02:00,consumer,Extract,results/TicToc18_16.tgz,0x6c02e9e2,2,
s2p,2,tictoc-9aa4ca4a,2021-09-17T12:04:48.543113194+02:00,consumer,Extract,results/TicToc18_17.tgz,0xe0988857,1,
s2p,2,tictoc-9aa4ca4a,2021-09-17T12:04:48.568083295+02:00,consumer,Extract,results/TicToc18_17.tgz,0xe0988857,2,
s2p,2,tictoc-9aa4ca4a,2021-09-17T12:04:50.303858+02:00,patricks-mbp-98d0717f,Compress,results/TicToc18_18.tgz,0x51bda0d0,1,
