scenarioId,trailId,simulationId,timeStamp,deviceId,action,meta,eventId,step,error
2,2,tictoc-6bac20be,2021-09-15T11:28:27.941914352+02:00,consumer,Compress,source,0x3a929401,1,
2,2,tictoc-6bac20be,2021-09-15T11:28:28.011913196+02:00,consumer,Compress,source,0x3a929401,2,
2,2,tictoc-6bac20be,2021-09-15T11:28:30.039496+02:00,patricks-mbp-02434787,Compile,darwin_amd64,0xaa8dc237,1,
2,2,tictoc-6bac20be,2021-09-15T11:28:36.787956+02:00,patricks-mbp-02434787,Compile,darwin_amd64,0xaa8dc237,2,
2,2,tictoc-6bac20be,2021-09-15T11:28:36.820384+02:00,patricks-mbp-02434787,Compress,binary/darwin_amd64.tgz,0x782ca821,1,
2,2,tictoc-6bac20be,2021-09-15T11:28:36.917422+02:00,patricks-mbp-02434787,Compress,binary/darwin_amd64.tgz,0x782ca821,2,
2,2,tictoc-6bac20be,2021-09-15T11:28:43.945897+02:00,patricks-mbp-02434787,Compress,results/TicToc18_3.tgz,0x84ae26d3,1,
2,2,tictoc-6bac20be,2021-09-15T11:28:44.001247+02:00,patricks-mbp-02434787,Compress,results/TicToc18_0.tgz,0x689d95a1,1,
2,2,tictoc-6bac20be,2021-09-15T11:28:44.004607+02:00,patricks-mbp-02434787,Compress,results/TicToc18_3.tgz,0x84ae26d3,2,
2,2,tictoc-6bac20be,2021-09-15T11:28:44.0501+02:00,patricks-mbp-02434787,Compress,results/TicToc18_0.tgz,0x689d95a1,2,
2,2,tictoc-6bac20be,2021-09-15T11:28:44.089449+02:00,patricks-mbp-02434787,Compress,results/TicToc18_4.tgz,0x49743e6b,1,
2,2,tictoc-6bac20be,2021-09-15T11:28:44.133296+02:00,patricks-mbp-02434787,Compress,results/TicToc18_4.tgz,0x49743e6b,2,
2,2,tictoc-6bac20be,2021-09-15T11:28:44.185396+02:00,patricks-mbp-02434787,Compress,results/TicToc18_5.tgz,0x84398c46,1,
2,2,tictoc-6bac20be,2021-09-15T11:28:44.233442+02:00,patricks-mbp-02434787,Compress,results/TicToc18_6.tgz,0xb4bcbf08,1,
2,2,tictoc-6bac20be,2021-09-15T11:28:44.264019+02:00,patricks-mbp-02434787,Compress,results/TicToc18_5.tgz,0x84398c46,2,
2,2,tictoc-6bac20be,2021-09-15T11:28:44.279879+02:00,patricks-mbp-02434787,Compress,results/TicToc18_7.tgz,0xae32b03d,1,
2,2,tictoc-6bac20be,2021-09-15T11:28:44.280952+02:00,patricks-mbp-02434787,Compress,results/TicToc18_2.tgz,0x56f5f815,1,
2,2,tictoc-6bac20be,2021-09-15T11:28:44.30008+02:00,patricks-mbp-02434787,Compress,results/TicToc18_6.tgz,0xb4bcbf08,2,
2,2,tictoc-6bac20be,2021-09-15T11:28:44.305815+02:00,patricks-mbp-02434787,Compress,results/TicToc18_1.tgz,0x610ab6d5,1,
2,2,tictoc-6bac20be,2021-09-15T11:28:44.329653+02:00,patricks-mbp-02434787,Compress,results/TicToc18_7.tgz,0xae32b03d,2,
2,2,tictoc-6bac20be,2021-09-15T11:28:44.328921+02:00,patricks-mbp-02434787,Compress,results/TicToc18_2.tgz,0x56f5f815,2,
2,2,tictoc-6bac20be,2021-09-15T11:28:44.361726+02:00,patricks-mbp-02434787,Compress,results/TicToc18_1.tgz,0x610ab6d5,2,
2,2,tictoc-6bac20be,2021-09-15T11:28:48.822494+02:00,patricks-mbp-02434787,Compress,results/TicToc18_9.tgz,0x16a42cac,1,
2,2,tictoc-6bac20be,2021-09-15T11:28:48.870451+02:00,patricks-mbp-02434787,Compress,results/TicToc18_9.tgz,0x16a42cac,2,
2,2,tictoc-6bac20be,2021-09-15T11:28:48.884059+02:00,patricks-mbp-02434787,Compress,results/TicToc18_8.tgz,0xa8bd0452,1,
2,2,tictoc-6bac20be,2021-09-15T11:28:48.935761+02:00,patricks-mbp-02434787,Compress,results/TicToc18_8.tgz,0xa8bd0452,2,
2,2,tictoc-6bac20be,2021-09-15T11:28:49.203076+02:00,patricks-mbp-02434787,Compress,results/TicToc18_11.tgz,0x773078f6,1,
2,2,tictoc-6bac20be,2021-09-15T11:28:49.268397+02:00,patricks-mbp-02434787,Compress,results/TicToc18_11.tgz,0x773078f6,2,
2,2,tictoc-6bac20be,2021-09-15T11:28:49.290675+02:00,patricks-mbp-02434787,Compress,results/TicToc18_10.tgz,0xa171b8b5,1,
2,2,tictoc-6bac20be,2021-09-15T11:28:49.352076+02:00,patricks-mbp-02434787,Compress,results/TicToc18_10.tgz,0xa171b8b5,2,
2,2,tictoc-6bac20be,2021-09-15T11:28:49.446452+02:00,patricks-mbp-02434787,Compress,results/TicToc18_12.tgz,0xd6a8bf2c,1,
2,2,tictoc-6bac20be,2021-09-15T11:28:49.502553+02:00,patricks-mbp-02434787,Compress,results/TicToc18_13.tgz,0x892adaa9,1,
2,2,tictoc-6bac20be,2021-09-15T11:28:49.517325+02:00,patricks-mbp-02434787,Compress,results/TicToc18_12.tgz,0xd6a8bf2c,2,
2,2,tictoc-6bac20be,2021-09-15T11:28:49.533099+02:00,patricks-mbp-02434787,Compress,results/TicToc18_14.tgz,0xad0bc11f,1,
