scenarioId,trailId,simulationId,timeStamp,providerId,eventId,step,runConfig,runNumber,error
s5p,1,tictoc-c7b27076,2021-09-17T12:15:13.194081+02:00,patricks-mbp-73b9546e,0x69655239,1,TicToc18,3,
s5p,1,tictoc-c7b27076,2021-09-17T12:15:13.194558+02:00,patricks-mbp-73b9546e,0xa7cee3d1,1,TicToc18,2,
s5p,1,tictoc-c7b27076,2021-09-17T12:15:13.194732+02:00,patricks-mbp-73b9546e,0x887f0900,1,TicToc18,5,
s5p,1,tictoc-c7b27076,2021-09-17T12:15:13.195267+02:00,patricks-mbp-73b9546e,0x12d7c48e,1,TicToc18,7,
s5p,1,tictoc-c7b27076,2021-09-17T12:15:13.195404+02:00,patricks-mbp-73b9546e,0x36c6c79,1,TicToc18,1,
s5p,1,tictoc-c7b27076,2021-09-17T12:15:13.198031+02:00,patricks-mbp-73b9546e,0x881bf5cf,1,TicToc18,6,
s5p,1,tictoc-c7b27076,2021-09-17T12:15:13.196896+02:00,patricks-mbp-73b9546e,0x36aa8519,1,TicToc18,0,
s5p,1,tictoc-c7b27076,2021-09-17T12:15:13.196547+02:00,patricks-mbp-73b9546e,0x84db2e99,1,TicToc18,4,
s5p,1,tictoc-c7b27076,2021-09-17T12:15:17.224482+02:00,patricks-mbp-73b9546e,0x12d7c48e,2,TicToc18,7,
s5p,1,tictoc-c7b27076,2021-09-17T12:15:17.352208+02:00,patricks-mbp-73b9546e,0x69655239,2,TicToc18,3,
s5p,1,tictoc-c7b27076,2021-09-17T12:15:17.371182+02:00,patricks-mbp-73b9546e,0x84db2e99,2,TicToc18,4,
s5p,1,tictoc-c7b27076,2021-09-17T12:15:17.373904+02:00,patricks-mbp-73b9546e,0x881bf5cf,2,TicToc18,6,
s5p,1,tictoc-c7b27076,2021-09-17T12:15:17.382754+02:00,patricks-mbp-73b9546e,0x887f0900,2,TicToc18,5,
s5p,1,tictoc-c7b27076,2021-09-17T12:15:17.390341+02:00,patricks-mbp-73b9546e,0x1a070c59,1,TicToc18,8,
s5p,1,tictoc-c7b27076,2021-09-17T12:15:17.404372+02:00,patricks-mbp-73b9546e,0xa7cee3d1,2,TicToc18,2,
s5p,1,tictoc-c7b27076,2021-09-17T12:15:17.40438+02:00,patricks-mbp-73b9546e,0x36c6c79,2,TicToc18,1,
s5p,1,tictoc-c7b27076,2021-09-17T12:15:17.4662+02:00,patricks-mbp-73b9546e,0x36aa8519,2,TicToc18,0,
s5p,1,tictoc-c7b27076,2021-09-17T12:15:17.547742+02:00,patricks-mbp-73b9546e,0x8963ce7,1,TicToc18,9,
s5p,1,tictoc-c7b27076,2021-09-17T12:15:17.568781+02:00,patricks-mbp-73b9546e,0xe8ecd6ae,1,TicToc18,10,
s5p,1,tictoc-c7b27076,2021-09-17T12:15:17.602634+02:00,patricks-mbp-73b9546e,0xaf9ac617,1,TicToc18,11,
s5p,1,tictoc-c7b27076,2021-09-17T12:15:17.602736+02:00,patricks-mbp-73b9546e,0x331999bd,1,TicToc18,12,
s5p,1,tictoc-c7b27076,2021-09-17T12:15:17.642777+02:00,patricks-mbp-73b9546e,0x157944c0,1,TicToc18,13,
s5p,1,tictoc-c7b27076,2021-09-17T12:15:17.648181+02:00,patricks-mbp-73b9546e,0x4d70363b,1,TicToc18,14,
