scenarioId,trailId,simulationId,timeStamp,providerId,eventId,step,direction,file,transferred,error
4,0,tictoc-294928b0,2021-09-15T11:37:47.538653561+02:00,patricks-mbp-02434787,0x80f1e3f5,1,Upload,source.tgz,0,
4,0,tictoc-294928b0,2021-09-15T11:37:48.05622111+02:00,patricks-mbp-02434787,0x80f1e3f5,2,Upload,source.tgz,441163,
4,0,tictoc-294928b0,2021-09-15T11:37:55.317577146+02:00,patricks-mbp-02434787,0x3ca31733,1,Download,binary/binary/darwin_amd64.tgz.tgz,0,
4,0,tictoc-294928b0,2021-09-15T11:37:56.958274604+02:00,patricks-mbp-02434787,0x3ca31733,2,Download,binary/binary/darwin_amd64.tgz.tgz,2097152,
4,0,tictoc-294928b0,2021-09-15T11:38:01.996234294+02:00,patricks-mbp-02434787,0x4a98ca9a,1,Download,results/TicToc18_5.tgz,0,
4,0,tictoc-294928b0,2021-09-15T11:38:02.060902513+02:00,patricks-mbp-02434787,0xba165ecd,1,Download,results/TicToc18_7.tgz,0,
4,0,tictoc-294928b0,2021-09-15T11:38:02.249509708+02:00,patricks-mbp-02434787,0xede3aa29,1,Download,results/TicToc18_3.tgz,0,
4,0,tictoc-294928b0,2021-09-15T11:38:02.295532755+02:00,patricks-mbp-02434787,0x118227a6,1,Download,results/TicToc18_1.tgz,0,
4,0,tictoc-294928b0,2021-09-15T11:38:02.378423197+02:00,patricks-mbp-02434787,0x7a18c0ca,1,Download,results/TicToc18_4.tgz,0,
4,0,tictoc-294928b0,2021-09-15T11:38:02.421210972+02:00,patricks-mbp-02434787,0x6dbaf508,1,Download,results/TicToc18_6.tgz,0,
4,0,tictoc-294928b0,2021-09-15T11:38:02.45490983+02:00,patricks-mbp-02434787,0xc2eea185,1,Download,results/TicToc18_0.tgz,0,
4,0,tictoc-294928b0,2021-09-15T11:38:02.489816888+02:00,patricks-mbp-02434787,0xf74065d4,1,Download,results/TicToc18_2.tgz,0,
4,0,tictoc-294928b0,2021-09-15T11:38:06.952510339+02:00,patricks-mbp-02434787,0x628c0ca7,1,Download,results/TicToc18_8.tgz,0,
4,0,tictoc-294928b0,2021-09-15T11:38:07.156967573+02:00,patricks-mbp-02434787,0xdaa02175,1,Download,results/TicToc18_9.tgz,0,
4,0,tictoc-294928b0,2021-09-15T11:38:07.338377388+02:00,patricks-mbp-02434787,0x540e6b07,1,Download,results/TicToc18_10.tgz,0,
4,0,tictoc-294928b0,2021-09-15T11:38:07.444603973+02:00,patricks-mbp-02434787,0x361da6ef,1,Download,results/TicToc18_13.tgz,0,
4,0,tictoc-294928b0,2021-09-15T11:38:07.481994736+02:00,patricks-mbp-02434787,0xf881e095,1,Download,results/TicToc18_11.tgz,0,
4,0,tictoc-294928b0,2021-09-15T11:38:07.601789183+02:00,patricks-mbp-02434787,0x6743ed4e,1,Download,results/TicToc18_14.tgz,0,
4,0,tictoc-294928b0,2021-09-15T11:38:07.67465765+02:00,patricks-mbp-02434787,0x4a66a9b1,1,Download,results/TicToc18_12.tgz,0,
4,0,tictoc-294928b0,2021-09-15T11:38:07.938715664+02:00,patricks-mbp-02434787,0x46eaf9e8,1,Download,results/TicToc18_15.tgz,0,
4,0,tictoc-294928b0,2021-09-15T11:38:11.717226488+02:00,patricks-mbp-02434787,0x63ec0a47,1,Download,results/TicToc18_16.tgz,0,
4,0,tictoc-294928b0,2021-09-15T11:38:12.187606443+02:00,patricks-mbp-02434787,0xb42a13da,1,Download,results/TicToc18_17.tgz,0,
4,0,tictoc-294928b0,2021-09-15T11:38:12.305464899+02:00,patricks-mbp-02434787,0xb0a42937,1,Download,results/TicToc18_18.tgz,0,
4,0,tictoc-294928b0,2021-09-15T11:38:12.603424314+02:00,patricks-mbp-02434787,0x5b6427e9,1,Download,results/TicToc18_19.tgz,0,
4,0,tictoc-294928b0,2021-09-15T11:38:12.829719042+02:00,patricks-mbp-02434787,0xe801a539,1,Download,results/TicToc18_20.tgz,0,
4,0,tictoc-294928b0,2021-09-15T11:38:12.855197483+02:00,patricks-mbp-02434787,0xcbfda81,1,Download,results/TicToc18_21.tgz,0,
4,0,tictoc-294928b0,2021-09-15T11:38:12.924859262+02:00,patricks-mbp-02434787,0x5ca07f3d,1,Download,results/TicToc18_22.tgz,0,
4,0,tictoc-294928b0,2021-09-15T11:38:13.085387469+02:00,patricks-mbp-02434787,0x85d2e22f,1,Download,results/TicToc18_23.tgz,0,
4,0,tictoc-294928b0,2021-09-15T11:38:16.278054371+02:00,patricks-mbp-02434787,0x6bd50c02,1,Download,results/TicToc18_24.tgz,0,
4,0,tictoc-294928b0,2021-09-15T11:38:17.032094979+02:00,patricks-mbp-02434787,0x57cc6027,1,Download,results/TicToc18_25.tgz,0,
4,0,tictoc-294928b0,2021-09-15T11:38:17.180449011+02:00,patricks-mbp-02434787,0xf720ffef,1,Download,results/TicToc18_26.tgz,0,
4,0,tictoc-294928b0,2021-09-15T11:38:17.727178621+02:00,patricks-mbp-02434787,0x5e4e5b2a,1,Download,results/TicToc18_27.tgz,0,
4,0,tictoc-294928b0,2021-09-15T11:38:17.801925552+02:00,patricks-mbp-02434787,0x35e0446f,1,Download,results/TicToc18_28.tgz,0,
4,0,tictoc-294928b0,2021-09-15T11:38:18.124872082+02:00,patricks-mbp-02434787,0x68959e25,1,Download,results/TicToc18_29.tgz,0,
4,0,tictoc-294928b0,2021-09-15T11:38:18.410222511+02:00,patricks-mbp-02434787,0xbc32c7d3,1,Download,results/TicToc18_30.tgz,0,
4,0,tictoc-294928b0,2021-09-15T11:38:18.613351058+02:00,patricks-mbp-02434787,0x45b14497,1,Download,results/TicToc18_31.tgz,0,
4,0,tictoc-294928b0,2021-09-15T11:38:18.940704311+02:00,patricks-mbp-02434787,0x4a98ca9a,2,Download,results/TicToc18_5.tgz,2097152,
4,0,tictoc-294928b0,2021-09-15T11:38:21.040759713+02:00,patricks-mbp-02434787,0x66a56866,1,Download,results/TicToc18_32.tgz,0,
4,0,tictoc-294928b0,2021-09-15T11:38:21.826588544+02:00,patricks-mbp-02434787,0x72fc595c,1,Download,results/TicToc18_33.tgz,0,
4,0,tictoc-294928b0,2021-09-15T11:38:22.130143574+02:00,patricks-mbp-02434787,0xffceee0b,1,Download,results/TicToc18_34.tgz,0,
4,0,tictoc-294928b0,2021-09-15T11:38:22.583502962+02:00,patricks-mbp-02434787,0xc7e2d811,1,Download,results/TicToc18_35.tgz,0,
4,0,tictoc-294928b0,2021-09-15T11:38:23.182447739+02:00,patricks-mbp-02434787,0x9c6a5310,1,Download,results/TicToc18_36.tgz,0,
4,0,tictoc-294928b0,2021-09-15T11:38:23.631831077+02:00,patricks-mbp-02434787,0x45003b50,1,Download,results/TicToc18_37.tgz,0,
4,0,tictoc-294928b0,2021-09-15T11:38:23.943056917+02:00,patricks-mbp-02434787,0x380c9f66,1,Download,results/TicToc18_38.tgz,0,
4,0,tictoc-294928b0,2021-09-15T11:38:24.300274435+02:00,patricks-mbp-02434787,0xfc8b679,1,Download,results/TicToc18_39.tgz,0,
4,0,tictoc-294928b0,2021-09-15T11:38:26.214713644+02:00,patricks-mbp-02434787,0xc178a214,1,Download,results/TicToc18_40.tgz,0,
4,0,tictoc-294928b0,2021-09-15T11:38:26.804899759+02:00,patricks-mbp-02434787,0x600b8065,1,Download,results/TicToc18_41.tgz,0,
4,0,tictoc-294928b0,2021-09-15T11:38:27.309062081+02:00,patricks-mbp-02434787,0x90fcb337,1,Download,results/TicToc18_42.tgz,0,
4,0,tictoc-294928b0,2021-09-15T11:38:27.623215384+02:00,patricks-mbp-02434787,0xb3a89122,1,Download,results/TicToc18_43.tgz,0,
4,0,tictoc-294928b0,2021-09-15T11:38:28.551628975+02:00,patricks-mbp-02434787,0xf655cad2,1,Download,results/TicToc18_44.tgz,0,
4,0,tictoc-294928b0,2021-09-15T11:38:28.575199698+02:00,patricks-mbp-02434787,0xba165ecd,2,Download,results/TicToc18_7.tgz,2097152,
4,0,tictoc-294928b0,2021-09-15T11:38:28.814375123+02:00,patricks-mbp-02434787,0x9f193622,1,Download,results/TicToc18_45.tgz,0,
4,0,tictoc-294928b0,2021-09-15T11:38:29.373792166+02:00,patricks-mbp-02434787,0xd45f99fb,1,Download,results/TicToc18_46.tgz,0,
4,0,tictoc-294928b0,2021-09-15T11:38:29.639464034+02:00,patricks-mbp-02434787,0x9d598bd3,1,Download,results/TicToc18_47.tgz,0,
4,0,tictoc-294928b0,2021-09-15T11:38:30.963853215+02:00,patricks-mbp-02434787,0x37125aab,1,Download,results/TicToc18_48.tgz,0,
4,0,tictoc-294928b0,2021-09-15T11:38:31.843609931+02:00,patricks-mbp-02434787,0x951da08,1,Download,results/TicToc18_49.tgz,0,
4,0,tictoc-294928b0,2021-09-15T11:38:32.350630634+02:00,patricks-mbp-02434787,0x9ca7831b,1,Download,results/TicToc18_50.tgz,0,
4,0,tictoc-294928b0,2021-09-15T11:38:32.769077854+02:00,patricks-mbp-02434787,0x6370fef1,1,Download,results/TicToc18_51.tgz,0,
4,0,tictoc-294928b0,2021-09-15T11:38:33.482880537+02:00,patricks-mbp-02434787,0xb8fe9c6c,1,Download,results/TicToc18_52.tgz,0,
