scenarioId,trailId,simulationId,timeStamp,providerId,connect,numCPUs,arch,os
3,3,tictoc-e1225e53,2021-09-15T12:27:57.485360536+02:00,patricks-mbp-9414c9f6,P2P,8,amd64,linux
