scenarioId,trailId,simulationId,timeStamp,providerId,eventId,step,runConfig,runNumber,error
4,0,tictoc-294928b0,2021-09-15T11:37:57.254573+02:00,patricks-mbp-02434787,0x8103cfb,1,TicToc18,6,
4,0,tictoc-294928b0,2021-09-15T11:37:57.257593+02:00,patricks-mbp-02434787,0xd9954713,1,TicToc18,5,
4,0,tictoc-294928b0,2021-09-15T11:37:57.258602+02:00,patricks-mbp-02434787,0xbab4b1f8,1,TicToc18,2,
4,0,tictoc-294928b0,2021-09-15T11:37:57.258344+02:00,patricks-mbp-02434787,0xb3b2404c,1,TicToc18,1,
4,0,tictoc-294928b0,2021-09-15T11:37:57.260371+02:00,patricks-mbp-02434787,0xd81bd870,1,TicToc18,7,
4,0,tictoc-294928b0,2021-09-15T11:37:57.258685+02:00,patricks-mbp-02434787,0x46262111,1,TicToc18,3,
4,0,tictoc-294928b0,2021-09-15T11:37:57.2642+02:00,patricks-mbp-02434787,0xd51ed186,1,TicToc18,0,
4,0,tictoc-294928b0,2021-09-15T11:37:57.264948+02:00,patricks-mbp-02434787,0x7b9b08aa,1,TicToc18,4,
4,0,tictoc-294928b0,2021-09-15T11:38:01.826995+02:00,patricks-mbp-02434787,0xd9954713,2,TicToc18,5,
4,0,tictoc-294928b0,2021-09-15T11:38:01.896608+02:00,patricks-mbp-02434787,0xd81bd870,2,TicToc18,7,
4,0,tictoc-294928b0,2021-09-15T11:38:01.949956+02:00,patricks-mbp-02434787,0x46262111,2,TicToc18,3,
4,0,tictoc-294928b0,2021-09-15T11:38:01.961621+02:00,patricks-mbp-02434787,0xb3b2404c,2,TicToc18,1,
4,0,tictoc-294928b0,2021-09-15T11:38:01.994863+02:00,patricks-mbp-02434787,0x7b9b08aa,2,TicToc18,4,
4,0,tictoc-294928b0,2021-09-15T11:38:01.993338+02:00,patricks-mbp-02434787,0x8103cfb,2,TicToc18,6,
4,0,tictoc-294928b0,2021-09-15T11:38:02.03783+02:00,patricks-mbp-02434787,0xd51ed186,2,TicToc18,0,
4,0,tictoc-294928b0,2021-09-15T11:38:02.032032+02:00,patricks-mbp-02434787,0xb852bace,1,TicToc18,8,
4,0,tictoc-294928b0,2021-09-15T11:38:02.078161+02:00,patricks-mbp-02434787,0xbab4b1f8,2,TicToc18,2,
4,0,tictoc-294928b0,2021-09-15T11:38:02.112276+02:00,patricks-mbp-02434787,0x658a2f81,1,TicToc18,9,
4,0,tictoc-294928b0,2021-09-15T11:38:02.295677+02:00,patricks-mbp-02434787,0x1ca02acc,1,TicToc18,10,
4,0,tictoc-294928b0,2021-09-15T11:38:02.347786+02:00,patricks-mbp-02434787,0xcc2680e5,1,TicToc18,11,
4,0,tictoc-294928b0,2021-09-15T11:38:02.440964+02:00,patricks-mbp-02434787,0xfad79029,1,TicToc18,12,
4,0,tictoc-294928b0,2021-09-15T11:38:02.467801+02:00,patricks-mbp-02434787,0x879e6696,1,TicToc18,13,
4,0,tictoc-294928b0,2021-09-15T11:38:02.532557+02:00,patricks-mbp-02434787,0x237165bd,1,TicToc18,14,
4,0,tictoc-294928b0,2021-09-15T11:38:02.55792+02:00,patricks-mbp-02434787,0x19cf3803,1,TicToc18,15,
4,0,tictoc-294928b0,2021-09-15T11:38:06.561282+02:00,patricks-mbp-02434787,0xb852bace,2,TicToc18,8,
4,0,tictoc-294928b0,2021-09-15T11:38:06.815793+02:00,patricks-mbp-02434787,0x658a2f81,2,TicToc18,9,
4,0,tictoc-294928b0,2021-09-15T11:38:06.977138+02:00,patricks-mbp-02434787,0x1ca02acc,2,TicToc18,10,
4,0,tictoc-294928b0,2021-09-15T11:38:07.021433+02:00,patricks-mbp-02434787,0x3daf1402,1,TicToc18,16,
4,0,tictoc-294928b0,2021-09-15T11:38:07.03501+02:00,patricks-mbp-02434787,0xcc2680e5,2,TicToc18,11,
4,0,tictoc-294928b0,2021-09-15T11:38:07.062645+02:00,patricks-mbp-02434787,0x879e6696,2,TicToc18,13,
4,0,tictoc-294928b0,2021-09-15T11:38:07.10935+02:00,patricks-mbp-02434787,0x237165bd,2,TicToc18,14,
4,0,tictoc-294928b0,2021-09-15T11:38:07.118441+02:00,patricks-mbp-02434787,0xfad79029,2,TicToc18,12,
4,0,tictoc-294928b0,2021-09-15T11:38:07.220696+02:00,patricks-mbp-02434787,0xda4f0244,1,TicToc18,17,
4,0,tictoc-294928b0,2021-09-15T11:38:07.397436+02:00,patricks-mbp-02434787,0x19cf3803,2,TicToc18,15,
4,0,tictoc-294928b0,2021-09-15T11:38:07.406755+02:00,patricks-mbp-02434787,0xd6557f,1,TicToc18,18,
4,0,tictoc-294928b0,2021-09-15T11:38:07.514215+02:00,patricks-mbp-02434787,0xd6cda906,1,TicToc18,19,
4,0,tictoc-294928b0,2021-09-15T11:38:07.636705+02:00,patricks-mbp-02434787,0xb25a101f,1,TicToc18,20,
4,0,tictoc-294928b0,2021-09-15T11:38:07.78043+02:00,patricks-mbp-02434787,0xd7c564f3,1,TicToc18,21,
4,0,tictoc-294928b0,2021-09-15T11:38:07.929142+02:00,patricks-mbp-02434787,0xa5066e41,1,TicToc18,22,
4,0,tictoc-294928b0,2021-09-15T11:38:08.133192+02:00,patricks-mbp-02434787,0x9b5dfbc5,1,TicToc18,23,
