scenarioId,trailId,simulationId,timeStamp,providerId,eventId,step,runConfig,runNumber,error
s3p,0,tictoc-ded20390,2021-09-17T12:06:44.538728+02:00,patricks-mbp-a0075c1a,0xc944a893,1,TicToc18,1,
s3p,0,tictoc-ded20390,2021-09-17T12:06:44.539186+02:00,patricks-mbp-a0075c1a,0x84d7d9e8,1,TicToc18,0,
s3p,0,tictoc-ded20390,2021-09-17T12:06:44.538874+02:00,patricks-mbp-a0075c1a,0x820a03ba,1,TicToc18,3,
s3p,0,tictoc-ded20390,2021-09-17T12:06:44.539246+02:00,patricks-mbp-a0075c1a,0xb1f9e990,1,TicToc18,2,
s3p,0,tictoc-ded20390,2021-09-17T12:06:46.589372+02:00,patricks-mbp-a0075c1a,0xc944a893,2,TicToc18,1,
s3p,0,tictoc-ded20390,2021-09-17T12:06:46.600813+02:00,patricks-mbp-a0075c1a,0xb1f9e990,2,TicToc18,2,
s3p,0,tictoc-ded20390,2021-09-17T12:06:46.598009+02:00,patricks-mbp-a0075c1a,0x820a03ba,2,TicToc18,3,
s3p,0,tictoc-ded20390,2021-09-17T12:06:46.651812+02:00,patricks-mbp-a0075c1a,0x84d7d9e8,2,TicToc18,0,
s3p,0,tictoc-ded20390,2021-09-17T12:06:46.784847+02:00,patricks-mbp-a0075c1a,0x2b733b,1,TicToc18,4,
s3p,0,tictoc-ded20390,2021-09-17T12:06:46.786391+02:00,patricks-mbp-a0075c1a,0x9451dd7f,1,TicToc18,5,
s3p,0,tictoc-ded20390,2021-09-17T12:06:46.786409+02:00,patricks-mbp-a0075c1a,0x6aae470d,1,TicToc18,6,
s3p,0,tictoc-ded20390,2021-09-17T12:06:46.83827+02:00,patricks-mbp-a0075c1a,0xd8d655a5,1,TicToc18,7,
s3p,0,tictoc-ded20390,2021-09-17T12:06:48.858223+02:00,patricks-mbp-a0075c1a,0x9451dd7f,2,TicToc18,5,
s3p,0,tictoc-ded20390,2021-09-17T12:06:48.866229+02:00,patricks-mbp-a0075c1a,0x2b733b,2,TicToc18,4,
s3p,0,tictoc-ded20390,2021-09-17T12:06:48.858234+02:00,patricks-mbp-a0075c1a,0x6aae470d,2,TicToc18,6,
